school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,passed
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,False,False,False,True,False,True,False,False,5,3,2,1,1,3,1,True
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,False,True,True,True,True,True,True,True,4,3,3,1,1,3,0,False
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,False,True,True,True,True,True,True,True,4,3,3,1,1,3,0,False
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,False,False,True,True,True,True,True,True,5,4,4,3,4,5,2,True
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,False,False,True,True,True,True,True,True,5,4,4,3,4,5,2,True
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,False,True,True,True,True,True,True,True,5,4,5,1,3,5,10,True
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,False,True,True,True,True,True,True,True,5,4,5,1,3,5,10,True
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,False,True,True,True,True,True,True,False,4,3,5,3,3,5,15,False
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,False,True,True,True,True,True,True,False,4,3,5,3,3,5,15,False
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,False,True,True,False,False,True,False,False,4,4,3,1,1,3,2,True
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,False,True,True,False,False,True,False,False,4,4,3,1,1,3,2,True
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,False,True,True,False,True,True,True,True,4,3,3,1,1,1,2,True
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,False,True,True,False,True,True,True,True,4,3,3,1,1,1,2,True
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,False,False,False,False,False,False,True,True,4,1,1,1,1,5,75,False
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,False,False,False,False,False,False,True,True,4,1,1,1,1,5,75,False
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,True,True,False,True,True,True,True,True,2,4,4,1,1,4,15,False
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,True,True,False,True,True,True,True,True,2,4,4,1,1,4,15,False
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,False,False,True,True,True,True,True,True,4,5,4,2,4,5,30,False
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,False,False,True,True,True,True,True,True,4,5,4,2,4,5,30,False
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,False,True,True,True,True,True,False,False,5,2,2,1,1,3,1,True
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,False,True,True,True,True,True,False,False,5,2,2,1,1,3,1,True
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,False,True,False,False,False,True,True,False,5,4,5,1,2,5,4,True
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,False,True,False,False,False,True,True,False,5,4,5,1,2,5,4,True
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,False,True,True,False,True,True,True,False,4,3,3,1,2,2,5,True
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,False,True,True,False,True,True,True,False,4,3,3,1,2,2,5,True
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,False,False,True,True,True,True,True,False,4,2,4,1,3,2,6,True
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,False,False,True,True,True,True,True,False,4,2,4,1,3,2,6,True
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,False,True,True,True,True,True,True,True,4,3,2,1,4,5,11,True
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,False,True,True,True,True,True,True,True,4,3,2,1,4,5,11,True
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,False,False,False,False,True,True,True,True,5,4,3,1,1,5,12,True
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,False,False,False,False,True,True,True,True,5,4,3,1,1,5,12,True
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,False,True,True,True,True,True,True,False,5,4,2,1,1,4,8,True
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,False,True,True,True,True,True,True,False,5,4,2,1,1,4,8,True
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,False,True,True,True,True,True,True,False,2,3,4,2,3,2,0,False
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,False,True,True,True,True,True,True,False,2,3,4,2,3,2,0,False
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,True
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,True
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,False,True,False,False,True,True,True,True,4,2,4,1,1,4,14,True
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,False,True,False,False,True,True,True,True,4,2,4,1,1,4,14,True
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,True
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,True
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,False,True,False,True,True,True,True,True,4,4,4,1,1,3,20,True
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,False,True,False,True,True,True,True,True,4,4,4,1,1,3,20,True
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,False,False,False,True,True,True,False,False,5,5,3,1,1,5,0,True
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,False,False,False,True,True,True,False,False,5,5,3,1,1,5,0,True
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,False,False,False,True,True,True,False,True,4,5,3,1,2,5,0,True
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,False,False,False,True,True,True,False,True,4,5,3,1,2,5,0,True
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,False,False,False,True,False,True,False,True,4,2,4,2,2,3,0,False
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,False,False,False,True,False,True,False,True,4,2,4,2,2,3,0,False
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,False,False,False,False,False,True,True,False,4,5,2,2,2,4,3,True
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,False,False,False,False,False,True,True,False,4,5,2,2,2,4,3,True
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,False,False,False,False,False,True,True,True,4,1,2,1,1,3,14,True
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,False,False,False,False,False,True,True,True,4,1,2,1,1,3,14,True
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,False,True,True,True,True,True,True,False,5,3,3,1,2,1,0,False
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,False,True,True,True,True,True,True,False,5,3,3,1,2,1,0,False
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,False,True,True,True,False,True,True,False,4,3,4,2,5,5,0,True
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,False,True,True,True,False,True,True,False,4,3,4,2,5,5,0,True
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,False,True,True,False,True,True,True,True,5,2,2,1,2,5,23,True
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,False,True,True,False,True,True,True,True,5,2,2,1,2,5,23,True
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,3,3,2,2,2,3,3,True
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,3,3,2,2,2,3,3,True
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,False,False,False,False,True,True,True,False,3,3,3,2,3,2,0,True
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,False,False,False,False,True,True,True,False,3,3,3,2,3,2,0,True
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,False,False,False,True,False,True,True,False,4,3,5,3,5,5,3,True
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,False,False,False,True,False,True,True,False,4,3,5,3,5,5,3,True
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,5,4,4,1,3,4,7,False
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,5,4,4,1,3,4,7,False
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,False,True,False,True,True,True,True,False,4,5,5,2,4,5,2,False
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,False,True,False,True,True,True,True,False,4,5,5,2,4,5,2,False
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,False,False,False,True,True,True,True,False,5,3,4,1,1,4,0,False
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,False,False,False,True,True,True,True,False,5,3,4,1,1,4,0,False
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,False,False,False,True,True,True,False,False,4,4,4,1,1,4,0,False
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,False,False,False,True,True,True,False,False,4,4,4,1,1,4,0,False
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,False,False,True,False,True,True,False,False,5,4,3,1,2,5,12,True
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,False,False,True,False,True,True,False,False,5,4,3,1,2,5,12,True
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,False,True,False,False,True,True,True,False,5,3,3,1,1,1,7,True
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,False,True,False,False,True,True,True,False,5,3,3,1,1,1,7,True
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,False,False,True,True,True,True,True,True,4,3,4,1,3,3,4,True
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,False,False,True,True,True,True,True,True,4,3,4,1,3,3,4,True
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,False,False,False,True,True,True,True,True,4,3,3,1,3,5,11,True
GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,False,False,False,True,True,True,True,True,4,3,3,1,3,5,11,True
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,False,True,False,False,True,True,True,False,4,3,3,1,2,3,4,True
GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,False,True,False,False,True,True,True,False,4,3,3,1,2,3,4,True
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,False,False,False,False,True,True,True,True,5,3,2,1,2,4,9,True
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,False,False,False,False,True,True,True,True,5,3,2,1,2,4,9,True
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,False,True,True,True,True,True,True,True,4,4,3,1,3,4,0,True
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,False,True,True,True,True,True,True,True,4,4,3,1,3,4,0,True
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,False,False,False,False,True,True,True,False,5,4,4,3,3,2,8,False
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,False,False,False,False,True,True,True,False,5,4,4,3,3,2,8,False
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,False,False,False,False,True,False,True,True,4,3,3,2,3,3,7,False
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,False,False,False,False,True,False,True,True,4,3,3,2,3,3,7,False
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,False,True,True,True,False,True,True,True,4,5,5,1,3,2,4,True
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,False,True,True,True,False,True,True,True,4,5,5,1,3,2,4,True
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,False,True,True,True,True,True,True,False,4,3,3,1,2,5,4,True
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,False,True,True,True,True,True,True,False,4,3,3,1,2,5,4,True
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,False,False,False,False,False,True,True,True,3,3,2,1,2,3,4,True
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,False,False,False,False,False,True,True,True,3,3,2,1,2,3,4,True
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,False,False,False,False,True,True,False,True,4,3,4,1,4,5,0,True
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,False,False,False,False,True,True,False,True,4,3,4,1,4,5,0,True
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,False,True,False,False,True,True,True,True,4,3,2,1,3,3,0,True
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,False,True,False,False,True,True,True,True,4,3,2,1,3,3,0,True
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,False,False,False,False,False,True,False,False,3,2,2,1,2,3,0,True
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,False,False,False,False,False,True,False,False,3,2,2,1,2,3,0,True
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,False,False,True,False,True,True,True,True,4,2,2,2,2,5,0,True
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,False,False,True,False,True,True,True,True,4,2,2,2,2,5,0,True
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,False,True,True,False,True,True,True,True,5,2,3,1,2,4,0,True
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,False,True,True,False,True,True,True,True,5,2,3,1,2,4,0,True
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,False,False,False,True,True,True,False,True,3,2,2,1,1,3,4,False
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,False,False,False,True,True,True,False,True,3,2,2,1,1,3,4,False
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,False,False,False,True,True,True,False,True,3,4,3,1,1,3,8,True
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,False,False,False,True,True,True,False,True,3,4,3,1,1,3,8,True
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,False,False,False,False,True,True,True,False,5,4,4,1,1,1,0,True
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,False,False,False,False,True,True,True,False,5,4,4,1,1,1,0,True
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,False,True,True,False,False,True,True,True,5,4,3,1,1,3,4,True
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,False,True,True,False,False,True,True,True,5,4,3,1,1,3,4,True
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,False,False,True,False,True,True,True,True,4,1,3,1,2,1,0,True
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,False,False,True,False,True,True,True,True,4,1,3,1,2,1,0,True
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,False,False,True,True,False,True,True,False,3,2,4,1,4,2,4,True
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,False,False,True,True,False,True,True,False,3,2,4,1,4,2,4,True
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,False,False,False,True,True,True,True,False,4,4,3,1,1,3,2,True
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,False,False,False,True,True,True,True,False,4,4,3,1,1,3,2,True
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,False,False,True,False,True,True,False,False,5,4,3,4,3,3,14,False
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,False,False,True,False,True,True,False,False,5,4,3,4,3,3,14,False
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,False,True,True,True,True,True,True,True,4,4,3,2,2,5,7,False
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,False,True,True,True,True,True,True,True,4,4,3,2,2,5,7,False
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,False,True,True,False,True,True,True,False,4,3,4,1,1,1,0,False
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,False,True,True,False,True,True,True,False,4,3,4,1,1,1,0,False
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,False,True,True,False,True,True,False,False,5,5,4,4,5,4,11,False
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,False,True,True,False,True,True,False,False,5,5,4,4,5,4,11,False
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,False,False,False,False,False,True,False,False,5,5,3,3,3,3,3,False
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,False,False,False,False,False,True,False,False,5,5,3,3,3,3,3,False
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,False,False,False,False,True,True,True,False,3,2,3,3,3,5,5,False
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,False,False,False,False,True,True,True,False,3,2,3,3,3,5,5,False
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,False,False,False,False,True,True,True,False,3,2,3,3,3,5,5,False
